site_name,longitude,latitude,ngr,group,order,family,subfamily,tribe,species,ref,input_by,id,habitat,zone,cat,area,lgm,collector,notes,references
Wills Hole,-3.5739221,51.760314,SN91470802,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster,BR1:10,Graham S. Proudlove,110,Terrestrial habitat,Th,Eutroglophile,Cave South Wales,,"Hazelton, M",,
Gaping Gill,-2.3827183,54.149514,SD75107270,Insecta:Diptera,,Trichoceridae,,,Trichocera maculipennis,BR1:10,Graham S. Proudlove,111,Terrestrial habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Gaping Gill,-2.3827183,54.149514,SD75107270,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster,BR1:10,Graham S. Proudlove,112,Terrestrial habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Insecta:Diptera,,Psychodidae,Psychodinae,Psychodini,Psychoda sp.,BR1:10,Graham S. Proudlove,113,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Strachan, JN",,
Gaping Gill,-2.3827183,54.149514,SD75107270,Insecta:Coleoptera,Polyphaga,Staphylinidae,,,Dianous coerulescens,BR1:10,Graham S. Proudlove,114,Terrestrial habitat,DZ,Trogloxene,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Insecta:Coleoptera,Polyphaga,Staphylinidae,,,Dianous coerulescens,BR1:11,Graham S. Proudlove,115,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Strachan, JN",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Insecta:Coleoptera,Polyphaga,Elmidae,,,Elmis aenea larvae,BR1:11,Graham S. Proudlove,116,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Strachan, JN",,
Alum Pot,-2.3461924,54.175689,SD77507560,Insecta:Ephemeroptera,,,,,Baetis rhodani nymph,BR1:11,Graham S. Proudlove,117,Aquatic habitat,DZ,Trogloxene,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Ingleborough Cave,-2.3779861,54.13425,SD75407100,Insecta:Ephemeroptera,,,,,Ecdyonurus venosus nymph,BR1:11,Graham S. Proudlove,118,Aquatic habitat,DZ,Trogloxene,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Ingleborough Cave,-2.3779861,54.13425,SD75407100,Insecta:Trichoptera,,Polycentropodidae,,caseless,Plectrocnemia conspersa,BR1:11,Graham S. Proudlove,119,Terrestrial habitat,DZ,Trogloxene,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Insecta:Diptera,,Chironomidae,Tanypodinae,Anatopyniini,Anatopynia plumipes,BR1:11,Graham S. Proudlove,120,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Strachan, JN",,
Gaping Gill,-2.3827183,54.149514,SD75107270,Turbellaria:Tricladida,,,,,Phagocata sp.,BR1:11,Graham S. Proudlove,127,Aquatic habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Turbellaria:Tricladida,,,,,Dendrocoelum lacteum,BR1:12,Graham S. Proudlove,129,Aquatic habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Strachan, JN",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Annelida:Oligochaeta,,Lumbricidae,,,Allollobophora chlorotica,BR1:12,Graham S. Proudlove,130,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Strachan, JN",Endogeic,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Mollusca:Gastropoda,Pulmonata,Agriolimacidae,,,Deroceras reticulatum,BR1:12,Graham S. Proudlove,131,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Strachan, JN",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR1:12,Graham S. Proudlove,132,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Strachan, JN",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR1:12,Graham S. Proudlove,133,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Strachan, JN",,
Gaping Gill,-2.3827183,54.149514,SD75107270,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR1:12,Graham S. Proudlove,134,Aquatic habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Ingleborough Cave,-2.3779861,54.13425,SD75407100,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR1:12,Graham S. Proudlove,135,Aquatic habitat,DZ,Eutroglophile,Cave Yorkshire Dales,NLGM,"Strachan, JN",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):1,Graham S. Proudlove,137,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR2(1):1,Graham S. Proudlove,138,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR2(1):1,Graham S. Proudlove,140,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Coleoptera,Polyphaga,Staphylinidae,Staphylininae,Staphylinini,Quedius mesomelinus,BR2(1):1,Graham S. Proudlove,141,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Coleoptera,Polyphaga,Staphylinidae,Staphylininae,Staphylinini,Quedius mesomelinus,BR2(1):1,Graham S. Proudlove,142,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Mollusca:Gastropoda,Pulmonata,Oxychilidae,,,Oxychilus cellarius,BR2(1):2,Graham S. Proudlove,143,Terrestrial habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Arachnida:Araneae,,Linyphiidae,,,Erigone dentipalpis,BR2(1):2,Graham S. Proudlove,144,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Arachnida:Araneae,,Linyphiidae,,,Lepthyphantes ericaeus,BR2(1):2,Graham S. Proudlove,145,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Myriapoda:Diplopoda,,Brachychaeteumatidae,,,Brachychaeteuma sp. immature,BR2(1):2,Graham S. Proudlove,146,Terrestrial habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Eastwater Cavern,-2.6622304,51.252871,ST53885062,Annelida:Oligochaeta,,Lumbricidae,,,Bimastos sp.,BR2(1):2,Graham S. Proudlove,147,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",?,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):2,Graham S. Proudlove,148,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Arachnida:Acari,Prostigmata,Anystidae,,,Anystis baccarum,BR2(1):2,Graham S. Proudlove,149,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",Fauna Europaea 2.4,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Myriapoda:Diplopoda,,Blaniulidae,,,Boreoiulus tenuis,BR2(1):2,Graham S. Proudlove,150,Terrestrial habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Eastwater Cavern,-2.6622304,51.252871,ST53885062,Insecta:Collembola,Poduromorpha,Poduridae,,,Podura minor,BR2(1):2,Graham S. Proudlove,152,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Loxton Cave,-2.8989933,51.299309,ST37425596,Insecta:Coleoptera,Polyphaga,Staphylinidae,Oxytelinae,Thinobiini,Ochthephilus aureus,BR2(1):3,Graham S. Proudlove,154,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Insecta:Diptera,,Sphaeroceridae,Copromyzinae,,Crumomyia nigra,BR2(1):3,Graham S. Proudlove,155,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):3,Graham S. Proudlove,156,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Mollusca:Gastropoda,Pulmonata,Oxychilidae,,,Oxychilus navarricus,BR2(1):3,Graham S. Proudlove,157,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Annelida:Oligochaeta,,Lumbricidae,,,Dendrodrilus rubidus,BR2(1):3,Graham S. Proudlove,159,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",Epigeic,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Myriapoda:Diplopoda,,Brachychaeteumatidae,,,Brachychaeteuma bradeae,BR2(1):3,Graham S. Proudlove,160,Terrestrial habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Insecta:Coleoptera,Polyphaga,Staphylinidae,Staphylininae,Staphylinini,Quedius mesomelinus,BR2(1):3,Graham S. Proudlove,162,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Trichoptera,,Polycentropodidae,,caseless,Plectrocnemia conspersa,BR2(1):3,Graham S. Proudlove,163,Terrestrial habitat,ng,Trogloxene,Cave Mendip Hills,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Trichoptera,,Polycentropodidae,,caseless,Plectrocnemia conspersa,BR2(1):3,Graham S. Proudlove,164,Terrestrial habitat,ng,Trogloxene,Cave Mendip Hills,,"Coase, DA",,
Speedwell Cavern,-1.7923963,53.34138,SK13928274,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR2(1):4,Graham S. Proudlove,165,Aquatic habitat,,Eutroglophile,Cave Peak District,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Trichoptera,,Polycentropodidae,,caseless,Polycentropus flavomaculatus,BR2(1):4,Graham S. Proudlove,166,Terrestrial habitat,ng,Trogloxene,Cave Mendip Hills,,"Coase, DA",,
Longwood Swallet,-2.7384707,51.298184,ST48615571,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR2(1):4,Graham S. Proudlove,167,Aquatic habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR2(1):4,Graham S. Proudlove,169,Aquatic habitat,,Eutroglophile,Cave South Wales,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Insecta:Plecoptera,,,,,Leuctra fusca,BR2(1):4,Graham S. Proudlove,170,Aquatic habitat,ng,Trogloxene,Cave South Wales,,"Coase, DA",,
Llygad Llwchwr,-3.9337729,51.842886,SN66881780,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Gymnomus caesius,BR2(1):4,Graham S. Proudlove,171,Terrestrial habitat,DZ,Eutroglophile,Cave South Wales,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Myriapoda:Diplopoda,,Polydesmidae,,,Polydesmus coriaceus,BR2(1):4,Graham S. Proudlove,172,Terrestrial habitat,,Trogloxene,Cave Mendip Hills,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):4,Graham S. Proudlove,173,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):4,Graham S. Proudlove,174,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR2(1):5,Graham S. Proudlove,176,Aquatic habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Eastwater Cavern,-2.6622304,51.252871,ST53885062,Annelida:Oligochaeta,,Tubificidae,,,Tubifex tubifex,BR2(1):5,Graham S. Proudlove,177,Aquatic habitat,,EUT,Cave Mendip Hills,,"Coase, DA",,
GB Cave,-2.7531743,51.302676,ST47595622,Annelida:Oligochaeta,,Tubificidae,,,Tubifex tubifex,BR2(1):5,Graham S. Proudlove,178,Aquatic habitat,,EUT,Cave Mendip Hills,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR2(1):5,Graham S. Proudlove,179,Aquatic habitat,,Troglobiont,Cave South Wales,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Insecta:Coleoptera,Hydradephaga,Dytiscidae,,,Agabus guttatus,BR2(1):5,Graham S. Proudlove,180,Aquatic habitat,,Eutroglophile,Cave South Wales,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR2(1):5,Graham S. Proudlove,181,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):5,Graham S. Proudlove,182,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Arachnida:Araneae,,Linyphiidae,,,Porrhomma convexum,BR2(1):5,Graham S. Proudlove,183,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Diptera,,Heleomyzidae,Heteromyzinae,Heleomyzini,Heteromyza rotundicornis,BR2(1):5,Graham S. Proudlove,184,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Hemiptera,,,,,Nepa cinerea,BR2(1):5,Graham S. Proudlove,185,Aquatic habitat,,Trogloxene,Cave Mendip Hills,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Insecta:Hemiptera,Heteroptera,Veliidae,,,Velia caprai,BR2(1):6,Graham S. Proudlove,187,Aquatic habitat,,Eutroglophile,Cave South Wales,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Turbellaria:Tricladida,,,,,Crenobia alpina,BR2(1):6,Graham S. Proudlove,188,Aquatic habitat,,Eutroglophile,Cave South Wales,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Insecta:Coleoptera,Polyphaga,Staphylinidae,Omaliinae,Anthophagini,Lesteva pubescens,BR2(1):6,Graham S. Proudlove,189,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Arachnida:Opilionida,,,,,Nemastoma bimaculatum,BR2(1):6,Graham S. Proudlove,190,Terrestrial habitat,,Trogloxene,Cave South Wales,,"Coase, DA",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Insecta:Diptera,,Sciaridae,,,Sciara sp.,BR2(1):6,Graham S. Proudlove,192,Terrestrial habitat,DZ,Eutroglophile,Cave South Wales,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Coleoptera,Hydradephaga,Dytiscidae,,,Ilybius fuliginosus,BR2(1):6,Graham S. Proudlove,193,Aquatic habitat,,Trogloxene,Cave Mendip Hills,,"Coase, DA",,
Great Oones Hole,-2.7641618,51.281923,ST46805392,Myriapoda:Diplopoda,,Blaniulidae,,,Blaniulus guttulatus,BR2(1):6,Graham S. Proudlove,194,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Great Oones Hole,-2.7641618,51.281923,ST46805392,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):6,Graham S. Proudlove,195,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Great Oones Hole,-2.7641618,51.281923,ST46805392,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR2(1):6,Graham S. Proudlove,196,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Great Oones Hole,-2.7641618,51.281923,ST46805392,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger ,BR2(1):7,Graham S. Proudlove,197,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",S. hazeltoni,
Swildons Hole,-2.6732101,51.259013,ST53125131,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR2(1):7,Graham S. Proudlove,199,Aquatic habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR2(1):7,Graham S. Proudlove,200,Aquatic habitat,,Troglobiont,Cave Mendip Hills,,"Coase, DA",A. hazeltoni,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Coleoptera,Polyphaga,Hydraenidae,,,Hydraena gracilis,BR2(1):7,Graham S. Proudlove,201,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Coase, DA",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR2(1):7,Graham S. Proudlove,202,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Insecta:Collembola,Poduromorpha,Poduridae,,,Podura minor,BR2(1):7,Graham S. Proudlove,203,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Arachnida:Araneae,,Linyphiidae,,,Porrhomma convexum,BR2(1):7,Graham S. Proudlove,204,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Arachnida:Acari,Ixodida,Ixodidae,,,Ixodes vespertilionis,BR2(1):8,Graham S. Proudlove,205,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",Fauna Europaea 2.4,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Arachnida:Araneae,,Linyphiidae,,,Porrhomma convexum,BR2(1):8,Graham S. Proudlove,206,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Insecta:Diptera,,Mycetophilidae,Mycetophilinae,Exechiini,Tarnania dziedzickii,BR2(1):8,Graham S. Proudlove,207,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Annelida:Oligochaeta,,Lumbricidae,,,Lumbricus terrestris,BR2(1):8,Graham S. Proudlove,209,Terrestrial habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",Anecic,
Dan-Yr-Ogof,-3.6873907,51.830494,SN83821600,Crustacea:Amphipoda,,Niphargidae,,,Niphargus aquilex,BR2(1):8,Graham S. Proudlove,210,Aquatic habitat,,Troglobiont,Cave South Wales,,"Davies, H",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Insecta:Coleoptera,Polyphaga,Hydraenidae,,,Hydraena gracilis,BR2(1):8,Graham S. Proudlove,211,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Davies, H",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Insecta:Coleoptera,Polyphaga,Hydraenidae,,,Hydraena gracilis,BR2(1):8,Graham S. Proudlove,213,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Davies, H",,
Dan-Yr-Ogof,-3.6873907,51.830494,SN83821600,Insecta:Coleoptera,Polyphaga,Staphylinidae,Oxytelinae,Thinobiini,Ochthephilus aureus,BR2(1):8,Graham S. Proudlove,214,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Davies, H",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Annelida:Oligochaeta,,Lumbricidae,,,Eiseniella tetraedra,BR2(1):8,Graham S. Proudlove,215,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Davies, H",Endogeic,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Arachnida:Araneae,,Linyphiidae,,,Porrhomma convexum,BR2(1):9,Graham S. Proudlove,216,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Mollusca:Gastropoda,Pulmonata,Lymnaeidae,,,Radix balthica,BR2(1):9,Graham S. Proudlove,217,Aquatic habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Annelida:Oligochaeta,,Lumbricidae,,,Allollobophora chlorotica,BR2(1):9,Graham S. Proudlove,218,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",Endogeic,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Arachnida:Araneae,,Linyphiidae,,,Porrhomma convexum,BR2(1):9,Graham S. Proudlove,219,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR2(1):9,Graham S. Proudlove,220,Aquatic habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):9,Graham S. Proudlove,221,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Crustacea:Isopoda,,Asellidae,,,Asellus sp.,BR2(1):9,Graham S. Proudlove,222,Aquatic habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Annelida:Hirudinae,,,,,Erpobdella sp.,BR2(1):9,Graham S. Proudlove,223,Aquatic habitat,DZ,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Crustacea:Isopoda,,Asellidae,,,Asellus sp.,BR2(1):9,Graham S. Proudlove,224,Aquatic habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Arachnida:Araneae,,Tetragnathidae,,,Metellina merianae,BR2(1):9,Graham S. Proudlove,225,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Mollusca:Gastropoda,Pulmonata,Arionidae,,,Arion ater,BR2(1):9,Graham S. Proudlove,226,Terrestrial habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Stoke Lane Slocker,-2.4758124,51.225273,ST66874745,Annelida:Oligochaeta,,Lumbricidae,,,Allollobophora chlorotica,BR2(1):10,Graham S. Proudlove,227,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",Endogeic,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Insecta:Coleoptera,Polyphaga,Staphylinidae,Staphylininae,Staphylinini,Quedius mesomelinus,BR2(1):10,Graham S. Proudlove,228,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Insecta:Coleoptera,Polyphaga,Leiodidae,Cholevinae,Cholevini,Choleva glauca,BR2(1):10,Graham S. Proudlove,229,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Insecta:Diptera,,Sphaeroceridae,Copromyzinae,,Crumomyia nigra,BR2(1):10,Graham S. Proudlove,230,Terrestrial habitat,DZ,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR2(1):10,Graham S. Proudlove,231,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Myriapoda:Diplopoda,,Polydesmidae,,,Polydesmus sp.,BR2(1):10,Graham S. Proudlove,232,Terrestrial habitat,,Trogloxene,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Arachnida:Acari,Mesostigmata,Parasitidae,,,Pergamasus crassipes,BR2(1):10,Graham S. Proudlove,233,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Annelida:Oligochaeta,,Lumbricidae,,,Eiseniella tetraedra,BR2(1):10,Graham S. Proudlove,235,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Davies, H",Endogeic,
